id,Titel,Voornaam,Patroniem en tussenvoegsel,Achternaam,geslacht,Geportretteerd op,Geportretteerd op genormaliseerd,regent / kerkmeester,regent / kerkmeester genormaliseerd,lid/officier schutterij (vaandrigs vanaf 1650),lid/officier schutterij (vaandrigs vanaf 1650) genormaliseerd,functie in stadsregering,functie in stadsregering genormaliseerd,Elias,Dudok van Heel,Doop/geboren,Doop/geboren genormaliseerd,Doop/geboren te,DTB dopen,Begraven/overleden,Begraven/overleden genormaliseerd,Begraven/overleden te,DTB begraven,Getrouwd met,Getrouwd met genormaliseerd,Ondertrouw (+ leeftijd),Ondertrouw (+ leeftijd) genormaliseerd,DTB ondertrouw,Adres,Denominatie,Beroep,kohier 1585,kohier 1631,kohier 1674,Kohier 1742,Archief Hart,Associatie,Opmerkingen,Wikidata
770,,Daniël,/ de,Nijs,M,"1725 - R. 43 - Boonen Sph NWh, nr. 1",R. 43,1715 - Sph NWh 1715-1736†,SphNWh 1715-01-01|1715-12-31/1736-01-01|1736-12-31,"1697 - luit. W. LVI 1697-1714, kap. W. LVI 1714-36",luit. W. LVI 1697-01-01|1697-12-31/1714-01-01|1714-12-31; kap. W. LVI 1714-01-01|1714-12-31/1736-01-01|1736-12-31,,,_,,1660,1660-01-01/1660-12-31,,,1736,1736-01-01/1736-12-31,,,,,,,,,,,,,,_,,,,
771,,Floris / Florias,,Elias,M,"1725 - R. 43 - Boonen Sph NWh, nr. 2",R. 43,1716 - Sph NWh 1716-1754†,SphNWh 1716-01-01|1716-12-31/1754-01-01|1754-12-31,,,,,_,,1695,1695-01-01/1695-12-31,,,1754,1754-01-01/1754-12-31,,,,,,,,Keizersgracht,,,,,,"02.500 W. 60 / 5648, 2500 ink., 665 huur",,,,
772,,Eduard,,Boddens,M,"1725 - R. 43 - Boonen Sph NWh, nr. 3",R. 43,1719 - Sph NWh 1719-1728†,SphNWh 1719-01-01|1719-12-31/1728-01-01|1728-12-31,,,1709 C. (EB sr.?),C. 1709-01-01|1709-12-31/1709-01-01|1709-12-31,"dl. 2, p. 629 (=EB sr.?)",,,,,,1728,1728-01-01/1728-12-31,,,,,,,,,,,,,,_,,,,
773,,Godart / Goddert,,Cappel,M,"1725 - R. 43 - Boonen Sph NWh, nr. 4",R. 43,1721 - Sph NWh 1721-1728†,SphNWh 1721-01-01|1721-12-31/1728-01-01|1728-12-31,,,,,_,,1704,1704-01-01/1704-12-31,,,1728,1728-01-01/1728-12-31,,,,,,,,,,,,,,_,,,,
774,Dr.,Willem,,Röell,M,"1728 - G. 13 - Troost CG, JM nr. 1 ",G. 13,1731-C. M. 1731-1762,CM 1731-01-01|1731-12-31/1762-01-01|1762-12-31,,,1748 C.,C. 1748-01-01|1748-12-31/1748-01-01|1748-12-31,"dl. 2, p. 744",,1700-04-12,1700-04-12,,,1775-10-27,1775-10-27,Utrecht,,Elisabeth de Famars,Elisabeth de Famars (?),,,,Keizersgracht,,professor in anatomie,,,,"16.000 W. 33/5907, 16.000 ink., 1750 huur, 6 db, 1 buitenpl., 4 paarden",,,,Q12013317
775,,Christiaan ,van,Westerhoff,M,"1729 - R. 17 - Troost Amwh, nr. 1",R. 17,1708 - Amwh 1708-1744†,Amwh 1708-01-01|1708-12-31/1744-01-01|1744-12-31,,,,,nvt,,1672/73,1672-01-01/1673-12-31,Lingen,,1744-11-08 (b. 13),1744-11-08,Amsterdam,"DTB 1049, p.64vo en p.65",Knira Veen,Knira Veen (?),1700-12-03,1700-12-03,"DTB 532, p.262 KERK",Laurierstraat (1742)/ Lauriergracht (1744),,Penningmeester van het fabriekambt en commissaris van het Keulsche postkantoor,,,,"04.000 W. 38/1474: 2 db, hr. 440, kap. 1/2, ink. 4000",,,,
776,,Joan,,Lepeltak,M,"1729 - R. 17 - Troost Amwh, nr. 2",R. 17,1708 - Amwh 1708-1736†,Amwh 1708-01-01|1708-12-31/1736-01-01|1736-12-31,,,,,nvt,,1677-11-26,1677-11-26,Amsterdam,"DTB 107, p.246",1736-05-03 (b. 08),1736-05-03,Amsterdam,"DTB 1049, p.33vo en p.34 Oude Kerk",Everdina Chevijn,Everdina Chevijn (?),1704-01-17,1704-01-17,"DTB 536, p.280 KERK",,,houtkoper,,,,"04.000 W. 52 / 1349 (wed.), 4.000 ink., 450 huur",,,,
777,,Theodoor ,,Rogge,M,"1729 - R. 17 - Troost Amwh, nr. 3",R. 17,1717 - Amwh 1717-1731,Amwh 1717-01-01|1717-12-31/1731-01-01|1731-12-31,"1709 - vaand. W. XL 1709-14, 1724: Directeur van de Levantse handel; 1733 Directeur der Straat Davische visserij (samen met zijn broer Gerard)",vaand. W. XL 1709-01-01|1709-12-31/1714-01-01|1714-12-31,"1731 Sch., geremoveerd  1748",Sch. 1731-01-01|1731-12-31/1731-01-01|1731-12-31,"dl. 1, p. 283",,1684-09-20 in de Noorderkerk,1684-09-20,Amsterdam,"DTB 77, p.410",1756-05-03 (overleden op 29 april 1756),1756-04-29/1756-05-03,Amsterdam,"DTB 1104, p.74vo en p.75 Westerkerk",Geertruij Elisabet Muijlman,Geertruij Elisabet Muijlman (?),1714-01-25,1714-01-25,"DTB 550, p.92 KERK","Keizersgracht (den Keizer Adolph) de huurwaarde werd in 1742 getaxeerd op f. 1430,- (hij woonde hier samen met zijn ongetrouwde broer Gerard)",,"Handelaar in Franse wijnen, koopman op Italie en de Levant, reder ter walvischvangst. Handelde eerst onder de firma de Wede Gerard Rogge & Zoon, daarna onder de firma Theodoor Rogge & Compie, vervolgens in compagnie met zijn broer onder de firma Gerard en Theodor Rogge",,,,"10.000 - 12.000 41/2221: 6db, hr. 1430, koets, 2 paarden, kap. 1, ink. 10.000 a 12.000 (samen met zijn broer)",,,,
778,,Lodewyk,de,Bas,M,"1729 - R. 17 - Troost Amwh, nr. 4",R. 17,1719 - Amwh 1719-1741,Amwh 1719-01-01|1719-12-31/1741-01-01|1741-12-31,Heer van Horstermeer Ossenburgh en Heinoordt; Gedeputeerde ter Rekenkamer van Holland 1755-56; Generale stads graaf- en modderwerken 1727; Ontvanger van de Dijkage van de Purmer 1735; Heemraad van de Nieuweramstel 1749,,1741 Sch.,Sch. 1741-01-01|1741-12-31/1741-01-01|1741-12-31,"dl. 1, p. 491-492",,1691-10-21,1691-10-21,Amsterdam,"DTB 108, p.174 en p.175 Westerkerk",1756-06-21,1756-06-21,Amsterdam,"DTB 1104, p.74vo en p.75",Cornelia Eliana Reael/ Christina van de Rijp,Cornelia Eliana Reael (?); Christina van de Rijp (?),1712-05-02/1736-07-03,1712-05-02/1736-07-03,"DTB 548, p.213 KERK/ DTB 578, p.382 KERK","Prinsengracht (1712); Herengracht bij de Wolvenstraat; Singel over de munt (na 1743); Prinsengracht bij de spiegelgracht (na 1747); Hofstede Bassen-Hoff (Utrechtse trekvaart Baambrugge) Op 8 janurai 1756 verkocht hij Bassen-hoff voor f. 30.000,- aan zijn zoon Jan de Bas",Hervormd,,,,,"07.000 - 8.000 58/4410: 4 db, hr. 1640, buitenpl, koets, 4 paarden, kap. 1, ink. 7000 a 8000",,,"J. Bicker Raye II, p. 236.                                                                                    'sijnde een seer vrindelijk en obligant man geweest, die van veele mense om sijn goede hoedanigheede seer betreurt wordt (m) BRON ACHTERHALEN",
779,Mr.,Jan,van,Vliet,M,"1729 - R. 17 - Troost Amwh, nr. 5",R. 17,1724 - Amwh 1724-1750†,Amwh 1724-01-01|1724-12-31/1750-01-01|1750-12-31,Generaal opzichter van de stadswaterkeering,,,,nvt,,,,,,1750-09-26 (b. 10-03),1750-09-26,Overleden De Rijp/ Begraven Amsterdam,"DTB 1049, p.85vo en p.86 Oude Kerk",,,,,,Keizersgracht (1742),,,,,,"04.000 W. 38/1152: 2 db, hr. 700, buitenpl, kap. 1, ink. 4000",,,,
780,Dr.,Caspar,,Commelin Jr.,M,"1729 - R. 17 - Troost Amwh, nr. 6",R. 17,1724 - Amwh 1724-1734†,Amwh 1724-01-01|1724-12-31/1734-01-01|1734-12-31,,,,,nvt,,1700-02-17,1700-02-17,Amsterdam,"DTB 47, p.4 Nieuwe Kerk",1734-11-02 (b. 06),1734-11-02,Amsterdam,"DTB 1058, p.78vo en p.79 Nieuwe Kerk",Cornelia Jacoba Backer,Cornelia Jacoba Backer (?),1727-05-15,1727-05-15,"DTB 566, p.240 KERK",,Hervormd,doctor medicinae,,,,"05.000 Weduwe: 56/3146: 4 db, hr. 1260, kap. 1, ink. 5000",,,"Zijn vader is Casparus Commelin (1668-1731), de botanicus. Deze staat op  Inspecteurs en de bediende van het Collegium Medicum van Cornelis Troost uit 1724 (SA 7411).  Gepromoveerd in Leiden tot Doctor Medicinae op het proefschrift 'De Angina'. Vanaf 1715 als Geneesheer gevestigd in Amsterdam. Kocht op 24 april 1728 het Poorterrecht te Amsterdam",
781,,Willem,,Swart,M,"1729 - R. 17 - Troost Amwh, nr. 7",R. 17,1725 - Amwh 1725-1736†,Amwh 1725-01-01|1725-12-31/1736-01-01|1736-12-31,,,,,nvt,,,,Leiden?,,1736-12-25 (b. 31),1736-12-25,Amsterdam,"DTB 1104, p.9vo en p.10",Elsje Maatlagen,Elsje Maatlagen (?),1713-04-27,1713-04-27,"DTB 549, p.195? KERK",,Hervormd,,,,,_,,,,
782,,Philip ,,Schryver,M,"1729 - R. 17 - Troost Amwh, nr. 8",R. 17,1728 - Amwh 1728-1733†,Amwh 1728-01-01|1728-12-31/1733-01-01|1733-12-31,"1723 - vaand. W. LIV 1723-29, luit. W. LIV 1729-33†",vaand. W. LIV 1723-01-01|1723-12-31/1729-01-01|1729-12-31; luit. W. LIV 1729-01-01|1729-12-31/1733-01-01|1733-12-31,,,nvt,,1654 ca.,1652-01-01/1656-12-31,Amsterdam?,"DTB 301, p.221?",1733-08-13 (b. 19),1733-08-13,Amsterdam,"DTB 1103, p.81vo en p.82 Westerkerk",Cornelia Tieloos,Cornelia Tieloos (?),1684 (30 jr.),1684 (30 jr.),,Keizersgracht,,,,,,_,,,,
783,,Abraham,van,Bogaerde,M,"1729 - R. 17 - Troost Amwh, nr. A",R. 17,1729 - Amwh 1729 (bijfiguur),Amwh 1729-01-01|1729-12-31/1729-01-01|1729-12-31,hoofdprovoost Amwh,,,,nvt,,1690-08-18,1690-08-18,Amsterdam,"DTB 108, p.129",1739-05-15,1739-05-15,Amsterdam,"DTB 1075, p.133vo en p.134 Noorderkerk",,,,,,,,,,,,_,,,,
784,,Johannes,,Capiteyn,M,"1729 - R. 17 - Troost Amwh, nr. B",R. 17,1729 - Amwh 1729 (bijfiguur),Amwh 1729-01-01|1729-12-31/1729-01-01|1729-12-31,boekhouder Amwh,,,,nvt,,,,,,1742-01-06,1742-01-06,Amsterdam,"DTB 1065, p.100vo en p.101 OZ kapel",Marijke Schuijlenburgh/ Johanna van Berg,Marijke Schuijlenburgh (?); Johanna van Berg (?),1709-04-18/ 1721-04-24,1709-04-18/ 1721-04-24,"DTB 544, p.172 KERK/ DTB 558, p.238 KERK","Keijzersgracht (1709), Haarlemmerdijk (1721), Kerkstraat (1742)",Hervormd,,,,,"00.800 W. 57 / 4001, 800 ink., 294 huur",,,,
785,,François ,,Meerhout,M,"1729 - R. 27 - Boonen Lh, nr. 1",R. 27,1716 - Lh 1716 (1718?)-1740†,Lh 1716-01-01|1716-12-31/1740-01-01|1740-12-31,1709 - luit. W. LI 1709-34,luit. W. LI 1709-01-01|1709-12-31/1734-01-01|1734-12-31,,,_,,1655-10-06,1655-10-06,Amsterdam,"DTB 43, p.312 Nieuwe Kerk",1740-06-02,1740-06-02,Amsterdam,"DTB 1058, p.104vo en p.105 Nieuwe Kerk",,,,,,,Hervormd,,,,,_,,,,
786,Mr.,Willem Jan,van,Midlum,M,"1729 - R. 27 - Boonen Lh, nr. 3",R. 27,1726 - Lh 1726-1733†,Lh 1726-01-01|1726-12-31/1733-01-01|1733-12-31,,,,,_,,1673-06-11,1673-06-11,Amsterdam,"DTB 107, p.70 Westerkerk",1733-06-05,1733-06-05,Amsterdam,"DTB 1103, p.80vo en p.81 Westerkerk",Geertruij van den Broek,Geertruij van den Broek (?),1708-04-18,1708-04-18,"DTB 542, p.355 KERK",Beurssluis (1708),Hervormd,,,,,_,,,,
787,Mr.,Johannis ,,Schultingh,M,1729 - R. 27 - Boonen Lh. nr. 2,R. 27,1721 - Lh 1721-1725†,Lh 1721-01-01|1721-12-31/1725-01-01|1725-12-31,,,,,_,,1669/70,1669-01-01/1670-12-31,Deventer,,1725-07-20,1725-07-20,Amsterdam,"DTB 1094, p.89vo en p.90 Zuiderkerk",Aeltje Hendricx,Aeltje Hendricx (?),1693-10-16,1693-10-16,"DTB 522, p.217 KERK",Nieuwe Leliestraat (1693)/ Kloveniersburgwal (1725),Hervormd,Hoedenmaker,,,,_,,,,
788,Mr.,Jan Casper,,Hartsinck,M,"1732 - R. 9 - Quinkhard OMVGh, nr. 1",R. 9,1720 - OMVGh 1720-1731,OMVGh 1720-01-01|1720-12-31/1731-01-01|1731-12-31,,,,,"dl. 2, p. 910",,1698-09-03 (RKD); 1689,1689-01-01/1698-09-03,Vlieland,,1759-09-29,1759-09-29,Amsterdam,,Suzanna Cornelia Pels,Suzanna Cornelia Pels (?),1715-12-22,1715-12-22,,Nieuwe Doelenstraat,,,,,,"06.000 W. 9 / 2200, 6.000 ink., 1280 huur, 5 db, 2 paarden",,,,
789,,Jacob,,Voordaagh,M,"1732 - R. 9 - Quinkhard OMVGh, nr. 2",R. 9,"1722 - OCW 1719-1742, OMVGh 1722-1742†",OMVGh 1722-01-01|1722-12-31/1742-01-01|1742-12-31,"1704 - vaand. W. XLII 1704-19, luit. W. LVII 1719-36, kap. W. LVII 1736-42†",vaand. W. XLII 1704-01-01|1704-12-31/1719-01-01|1719-12-31; luit. W. LVII 1719-01-01|1719-12-31/1736-01-01|1736-12-31; kap. W. LVII 1736-01-01|1736-12-31/1742-01-01|1742-12-31,,OCW 1719-01-01|1719-12-31/1742-01-01|1742-12-31,_,,1680,1680-01-01/1680-12-31,,,1742,1742-01-01/1742-12-31,,,,,,,,,,,,,, - ,,,,Q107741745
790,,Jacob,,Oortman,M,"1732 - R. 9 - Quinkhard OMVGh, nr. 3",R. 9,1726 - OMVGh 1726-1738†,OMVGh 1726-01-01|1726-12-31/1738-01-01|1738-12-31,"1696 - luit. W. XXII 1696-1707, kap. W. XXII 1707-38†",luit. W. XXII 1696-01-01|1696-12-31/1707-01-01|1707-12-31; kap. W. XXII 1707-01-01|1707-12-31/1738-01-01|1738-12-31,,,_,,1661,1661-01-01/1661-12-31,,,1738,1738-01-01/1738-12-31,,,,,,,,,,,,,,_,,,,
791,,Jeremias,van der,Meer,M,"1732 - R. 9 - Quinkhard OMVGh, nr. 4",R. 9,1731 - OMVGh 1731-1745,OMVGh 1731-01-01|1731-12-31/1745-01-01|1745-12-31,,,1745 Sch.,Sch. 1745-01-01|1745-12-31/1745-01-01|1745-12-31,"dl. 2, p. 784",,1713,1713-01-01/1713-12-31,,,1746,1746-01-01/1746-12-31,,,Maria Johanna Munter,Maria Johanna Munter (?),,,,Herengracht,,,,,,"07.000 W. 33 / 5908, 7.000 ink., 1680 huur, 6 db, 4 paarden",,,Liet een vermogen van 233.000 na,
792,,Abraham,ter,Borch jr. / Borg,M,1733-39 - R. 3 - Quinkhard Rh,R. 3,1722 - Rh 1722-1748†,Rh 1722-01-01|1722-12-31/1748-01-01|1748-12-31,"1738-42 ca. (1736-43?) - vaand. W. XVIII, kap. W. XXIX 1748 (14-IX)",vaand. W. XVIII 1736-01-01|1736-12-31/1743-01-01|1743-12-31; kap. W. XXIX 1748-01-01|1748-12-31/1748-01-01|1748-12-31,,,_,,1682-11-08,1682-11-08,Amsterdam,"DTB 11, OK, p. 142",1748-03-18,1748-03-18,Amsterdam,"DTB 1049, p. 76v","Sara Kuyleman (1), Sara Graver (2)",Sara Kuyleman (?); Sara Graver (?),"1710-01-29 (1), 27 jr., 1731-01-19 (2)","1710-01-29 (1), 27 jr., 1731-01-19 (2)","DTB 545, p. 238 (1), DTB 571, p. 309 (2)","Fluwelenburgwal (1710), Kloveniersburgwal (1731), Oude Turfmarkt (1748)",,koopman,,,,"09.500 W. 8 / 1888, 9500 ink., 1465 huur, 3 db, 1 buitenpl., 2 paarden",,,,
793,,Willem,van,Collen,M,1733-39 - R. 3 - Quinkhard Rh,R. 3,1731 - Rh 1731-1740†,Rh 1731-01-01|1731-12-31/1740-01-01|1740-12-31,,,,,_,,,,,,1740-10-28,1740-10-28,Amsterdam,"DTB 1104, p. 24v",,,,,,Keizersgracht (1740),,,,,,_,,,,
794,,Isaak,,Hoogenberg,M,1733-39 - R. 3 - Quinkhard Rh,R. 3,1728 - Rh 1728-1742†,Rh 1728-01-01|1728-12-31/1742-01-01|1742-12-31,1709 - vaand. W. XIII 1709-12,vaand. W. XIII 1709-01-01|1709-12-31/1712-01-01|1712-12-31,,,_,,1686/87,1686-01-01/1686-12-31,Amsterdam,,1742-09-08,1742-09-08,Amsterdam,"DTB 1049, p. 57v",Elisabeth Scholten,Elisabeth Scholten (?),"1711-04-30, 24 jr.","1711-04-30, 24 jr.","DTB 547, p. 172","Anthoniebreestraat (1711), Keizersgracht bij Huidenstraat (1742)",,koopman,,,,"03.000 W. 33 / 5909 (wed.), 3.000 ink., 810 huur, 2 db, kap. 1",,,,Q106974929
795,,Rudolf,van,Norden,M,1733-39 - R. 3 - Quinkhard Rh,R. 3,1733 - Rh 1733-1739,Rh 1733-01-01|1733-12-31/1739-01-01|1739-12-31,,,,,_,,1696/97,1696-01-01/1697-12-31,Amsterdam,,"1769, in of voor",?/1769-12-31,,,Anna Johanna Hartman,Anna Johanna Hartman (?),"1722-04-24, 25 jr.","1722-04-24, 25 jr.","DTB 559, p. 433",Keizersgracht (1722),,,,,,_,,,,
796,Mr.,Daniel,van der,Lip,M,"1740 - R. 54 - Troost OZHh, nr. 1",R. 54,1721 - OZHh 1721-1758†,OZHh 1721-01-01|1721-12-31/1758-01-01|1758-12-31,,,,,_,,1691-12-28,1691-12-28,Amsterdam,"DTB 13, 73",1758-05-31 b.,1758-05-31,Amsterdam,"DTB 1049, 113v/114",,,,,,Herengracht (1742),,koopman,,,,"02.500 W. 33 / 6051: db. 2, hr. 800, kap. 1, ink. 2500",,,,
797,Mr.,Jacob,Michielsz,Elias,M,"1740 - R. 54 - Troost OZHh, nr. 2",R. 54,1726 - OZHh 1726-1745,OZHh 1726-01-01|1726-12-31/1745-01-01|1745-12-31,"1712 - luit. W. XIX 1712-21, kap. W. XXV 1721-48, kol. 1748-72†",luit. W. XIX 1712-01-01|1712-12-31/1721-01-01|1721-12-31; kap. W. XXV 1721-01-01|1721-12-31/1748-01-01|1748-12-31; kol. ? 1748-01-01|1748-12-31/1772-01-01|1772-12-31,,,"dl. 2, p. 596",,1698-08-11,1698-08-11,,,1750-04-07,1750-04-07,,,ongehuwd,,,,,Keizersgracht,,zeepzieder,,,,"08.000 W. 19 / 1692, 8.000 ink., 1300 huur, 4 db, 1 buiten, 4 paarden",,,,
798,,Jan,van,Marselis,M,"1740 - R. 54 - Troost OZHh, nr. 3",R. 54,"1725-46 km. No.K., OZHh 1738-1745†",km. No.K. 1725-01-01|1725-12-31/1746-01-01|1746-12-31; OZHh 1738-01-01|1738-12-31/1745-01-01|1745-12-31,,,1746 Sch.,Sch. 1746-01-01|1746-12-31/1746-01-01|1746-12-31,"dl. 2, p. 873",,1700-05-24,1700-05-24,,,1776-01-25 (Veder: 1745),1745-01-01/1776-01-25,,,Johanna Clifford,Johanna Clifford (?),,,,Herengracht (1742),,"koopman, bankier",,,,"08.000 W. 58 / 4437: db. 6, hr. 1550, kap. 1, ink. 8000",,,,Q76280471
799,,Wijnand,,Wiltens,M,"1740 - R. 54 - Troost OZHh, nr. 4",R. 54,1739 - OZHh 1739-1785†,OZHh 1739-01-01|1739-12-31/1785-01-01|1785-12-31,,,1732-1785 boekhouder 200ste penning,Boekh200p. 1732-01-01|1732-12-31/1785-01-01|1785-12-31,"dl. 2, p. 599",,1704/05,1704-01-01/1705-12-31,Uitgeest,,1785-08-31,1785-08-31,Amsterdam,,Margaretha Elias,Margaretha Elias (?),1753-12-10 (11-23?) 48 jr.,1753-12-10 (11-23?) 48 jr.,,"Binnen Amstel (1742, 1753)",,boekhouder v.d. 100e en 200e penning,,,,"03.500 W. 14 / 4604: hr. 400, bp. 1, op.w., p. 2, kap. 1/2, ink. 3500 (met  Nic. Wiltens",,,,
800,,Willem ,,Pijll,M,"1741 - R. 28 - Quinkhard Lh, nr. 1",R. 28,1711 - Lh 1711-1742,Lh 1711-01-01|1711-12-31/1742-01-01|1742-12-31,,,,,_,,1675,1675-01-01/1675-12-31,Den Haag,,1742-05-25,1742-05-25,Amsterdam,"DTB 1058, p.113vo en p.114 Nieuwe Kerk",Clara Helena de Vrijer,Clara Helena de Vrijer (?),1704-11-07,1704-11-07,"DTB 537, p.350 KERK",Oudezijds Achterburgwal (1704),Hervormd,Koopman,,,,_,,,,
801,,Jan Frans,de,Famars,M,"1741 - R. 28 - Quinkhard Lh, nr. 2",R. 28,1735 - Lh 1735-1745†,Lh 1735-01-01|1735-12-31/1745-01-01|1745-12-31,,,,,"Dl. 2, p. 666, sub nr. 270",,1711-02-20 (geb Elias),1711-02-20,Lingen,,1745-04-28,1745-04-28,Amsterdam,"DTB 1122, p.8vo en p.9 (04-05-1745) Westerkerk",Anna Marie Tullekens,Anna Marie Tullekens (?),1744-05-14 (tr. Elias),1744-05-14 (tr. Elias),"DTB 587, p.271 KERK (1704-04-24)",In het stadhuis (1742),Hervormd,Conciërge van het stadhuis,,,,"02.500 W. 24/ 2884: db. 3, ink. 2500",,,,
802,,Aäron ,Mozesz,Noël,M,"1741 - R. 28 - Quinkhard Lh, nr. 3",R. 28,1740 - Lh 1740-1748†,Lh 1740-01-01|1740-12-31/1748-01-01|1748-12-31,,,,,"dl. 2, p. 1037",,1696-06-24,1696-06-24,Amsterdam,"DTB 133, p.20 Waalse Kerk",1748-04-05,1748-04-05,Amsterdam,"DTB 1058, p.139vo en p.140 Nieuwe Kerk",Sara Margaretha Meerhout,Sara Margaretha Meerhout (?),1725-05-09,1725-05-09,"DTB 563, p.426 KERK",Keizersgracht (1725); Singel (1742),(Waals) Hervormd,"koopman [zijdehandelaar? AN benoemd als o.m. GKG in 1734 (ook eerder?), 38, 42 en 46]",,,,"04.500 W. 30/5129: db. 2, hr. 750, kap. 1/2, ink. 4500",,,,
803,Mr.,Arnoldus,,Commelin,M,"1741 - R. 45 - Quinkhard Sph NWh, nr. 1",R. 45,"1728 - Sph NWh 1728-1744, 1744-46† km. A.K.",SphNWh 1728-01-01|1728-12-31/1744-01-01|1744-12-31; km. A.K. 1744-01-01|1744-12-31/1746-01-01|1746-12-31,,,,,_,,1692,1692-01-01/1692-12-31,,,1746,1746-01-01/1746-12-31,,,,,,,,Keizersgracht (1742),,advocaat,,,,"05.000 W. 41 / 2215: db. 4, hr. 1525, bp. 1, k., p. 4, kap. 1, ink. 5000",,,,
804,Mr.,Henrick,van den,Bosch,M,"1741 - R. 45 - Quinkhard Sph NWh, nr. 2",R. 45,1730 - Sph NWh 1730-1748†,SphNWh 1730-01-01|1730-12-31/1748-01-01|1748-12-31,,,,,_,,1699?,1699-01-01/1699-12-31,,,1748,1748-01-01/1748-12-31,,,,,,,,,,,,,,"03.000 W. 9 / 2225, 3.000 ink., 800 huur, 4 db",,,,
805,,Egbert,van ,Buren,M,"1741 - R. 45 - Quinkhard Sph NWh, nr. 3",R. 45,1736 - Sph NWh 1736-1751†,SphNWh 1736-01-01|1736-12-31/1751-01-01|1751-12-31,,,,,_,,1716 ca.,1714-01-01/1718-12-31,,,1750,1750-01-01/1750-12-31,,1750-04-21?,,,,,,Buitenkant,,boekhouder v.d. O.-I. Comp.,,,,"05.000 W. 10 / 2535: db. 3, hr. 700, kap. 1, ink. 5000",,,,
806,,Carel Johannes,,Boelensz,M,"1741 - R. 45 - Quinkhard Sph NWh, nr. 4",R. 45,"1738 - Sph NWh 1738-1746, Bwh 1746-1747†",SphNWh 1738-01-01|1738-12-31/1746-01-01|1746-12-31; Bwh 1746-01-01|1746-12-31/1747-01-01|1747-12-31,,,,,_,,1707,1707-01-01/1707-12-31,,,1747,1747-01-01/1747-12-31,,,,,,,,,,"afslager in de Bank van Lening, koopman",,,,"03.000 W. 56 / 3161?, 3.000 ink., 900 huur, 3 db, 1 kap. ",,,,
807,Mr.,Gerard,,Kuysten(s) van Hoesen,M,"1741 - R. 45 - Quinkhard Sph NWh, nr. 5",R. 45,1739 - Sph NWh 1739-1746,SphNWh 1739-01-01|1739-12-31/1746-01-01|1746-12-31,,,1746 Sch.; 1752-57 R.,Sch. 1746-01-01|1746-12-31/1746-01-01|1746-12-31; R. 1752-01-01|1752-12-31/1757-01-01|1757-12-31,"371 - dl. 2, p. 899 ",,1713-03-19,1713-03-19,,,1757,1757-01-01/1757-12-31,Den Haag,,Anna Jacoba van Hemert,Anna Jacoba van Hemert (?),,,,Nieuwe Doelenstraat; Singel (na 1749),,,,,,_,,,,
808,,Frans,van,Kerchem,M,"1747-49 - R. 29 - Quinkhard / vdMijn, nr. 1?",R. 29,1743 - Lh 1743-1762†,Lh 1743-01-01|1743-12-31/1762-01-01|1762-12-31,,,,,_,,1683,1683-01-01/1683-12-31,,,1762-01-07,1762-01-07,Amsterdam,"DTB 1059, p.31vo en p.32 Nieuwe Kerk",Clara Margaretha Repelaer,Clara Margaretha Repelaer (?),1746-10-14,1746-10-14,"DTB 589, p.468 KERK","Kloveniersburgwal, pakhuizen O.-I. C. (1742), Heiligeweg (1746)",Hervormd,koopman,,,,01.000 W. 13 / 3763: ink. 1000,,,,
809,,Matthys,,Ooster,M,"1747-49 - R. 29 - Quinkhard / vdMijn, nr. 2?",R. 29,1746 - Lh 1746-1766,Lh 1746-01-01|1746-12-31/1766-01-01|1766-12-31,1744 - luit. W. LVII 1744-48,luit. W. LVII 1744-01-01|1744-12-31/1748-01-01|1748-12-31,,,"dl. 2, p. 727",,1710,1710-01-01/1710-12-31,,,1769,1769-01-01/1769-12-31,,,Maria Cornelia Quenelon,Maria Cornelia Quenelon (?),,,,Herengracht (1742),,koopman,,,,"05.000 W. 57 / 3822? (M. Oosters): db. 3, hr. 1125, bp. 1, ch., p. 2, kap. 1, ink. 5000",,,,
810,,Aäron ,Mozesz,Noël,M,1747-49 - R. 29 - Quinkhard / vdMijn?,R. 29,1740 - Lh 1740-1748†,Lh 1740-01-01|1740-12-31/1748-01-01|1748-12-31,,,,,"dl. 2, p. 1037",,1696-06-24,1696-06-24,Amsterdam,"DTB 133, p.20 Waalse Kerk",1748-04-05,1748-04-05,Amsterdam,"DTB 1058, p.139vo en p.140 Nieuwe Kerk",Sara Margaretha Meerhout,Sara Margaretha Meerhout (?),1725-05-09,1725-05-09,"DTB 563, p.426 KERK",Keizersgracht (1725); Singel (1742),(Waals) Hervormd,koopman,,,,"04.500 W. 30/5129: db. 2, hr. 750, kap. 1/2, ink. 4500",,,,
811,,Pieter,,Karsseboom,M,"1750 - R. 10 - Quinkhard OMVGh, nr. 1",R. 10,1739 - OMVGh 1739-1757†,OMVGh 1739-01-01|1739-12-31/1757-01-01|1757-12-31,,,,,_,,1700 ca.,1698-01-01/1702-12-31,,,1757,1757-01-01/1757-12-31,,,,,,,,Keizersgracht (1742),,"koopman, ijkmeester van deschepen (1742)",,,,"07.000 W. 56 / 3162: db. 3, hr. 800, ink. 7000",,,,
